phase,ap_mag,freq,fr_sep,amp,pow_ex,temp,grav,metal,rad,mass
RGB,13.42,34.0,4.111,139.0,12.2,4956,2.446,-0.5,32.699999999999996,3.63
HeB,13.48,40.78,4.163,70.5,13.2,4924,2.524,-0.18,38.27,5.959999999999999
HeB,11.66,42.5,4.504,86.9,15.0,4797,2.536,-0.14,33.37,4.65
HeB,12.35,31.21,4.065,116.6,13.2,5030,2.412,-0.53,31.12,3.04
RGB,12.33,46.79,4.999,83.3,16.6,5059,2.589,-0.28,30.99,4.54
RGB,11.62,76.47,7.213,77.0,24.5,4789,2.791,0.5,23.5,4.15
RGB,12.68,104.03,9.116,61.0,30.8,4887,2.929,0.17,20.34,4.26
HeB,15.23,88.38,8.425,39.2,24.1,5480,2.883,-0.98,21.779999999999998,4.41
HeB,12.03,33.85,4.167,114.4,15.8,4852,2.44,0.02,31.51,3.33
RGB,11.25,9.89,1.453,329.5,4.6,4349,1.882,0.04,70.39,4.59
RGB,12.82,33.48,3.894,150.0,11.9,4466,2.417,0.03,33.58,3.59
HeB,12.29,32.58,3.845,108.6,13.9,4875,2.424,-0.47,35.31,4.029999999999999
RGB,12.19,94.41,8.406,58.2,24.7,4745,2.88,0.37,21.28,4.18
RGB,11.82,117.6,10.899,25.4,41.2,5663,3.014,-1.4,17.05,3.6500000000000004
RGB,14.92,102.47,9.261,47.7,35.4,5068,2.93,-1.0,19.700000000000003,4.03
HeB,15.3,51.6,5.703,82.6,17.3,5160,2.636,-0.69,26.58,3.7199999999999998
RGB,12.23,93.08,8.411,52.0,28.2,4911,2.882,-0.12,21.37,4.23
HeB,11.15,45.86,4.587,64.1,17.0,5051,2.58,-0.23,36.09,6.029999999999999
HeB,12.36,44.19,4.443,65.3,19.1,5007,2.562,-0.13,36.88,6.04
HeB,12.92,35.18,4.138,131.0,14.7,4913,2.459,0.01,33.44,3.91
RGB,10.59,51.37,5.335,91.8,18.0,4767,2.617,0.03,28.740000000000002,4.16
RGB,14.69,65.57,6.782,83.1,22.2,5177,2.741,-0.12,24.07,3.88
RGB,12.94,91.31,8.135,63.6,26.2,4883,2.872,0.05,22.34,4.53
HeB,13.97,25.62,3.506,178.2,11.6,5143,2.332,-0.19,35.06,3.2100000000000004
RGB,11.46,13.38,2.05,254.1,5.4,4428,2.017,-0.5,47.629999999999995,2.87
RGB,9.63,15.26,2.015,160.9,5.5,4553,2.08,-0.09,57.95,4.91
HeB,11.19,29.52,4.086,109.5,13.1,5098,2.391,-0.88,29.479999999999997,2.6
RGB,13.59,125.54,10.249,47.8,37.9,5092,3.02,-0.06,19.919999999999998,5.05
RGB,13.63,59.83,6.167,97.6,17.9,4911,2.69,-0.22,25.490000000000002,3.87
HeB,11.65,36.07,4.187,121.4,14.7,4729,2.462,0.24,32.69,3.76
HeB,11.37,29.05,3.65,112.0,12.8,4688,2.366,-0.02,34.27,3.3099999999999996
HeB,10.12,100.74,8.141,27.9,40.1,5048,2.922,-0.05,25.27,6.49
RGB,13.01,40.31,4.423,89.5,14.9,4719,2.51,-0.24,32.32,4.12
RGB,12.68,26.32,3.427,171.5,9.7,4875,2.332,-0.83,35.56,3.3
HeB,12.67,32.09,3.955,112.6,13.5,4983,2.422,0.09,33.82,3.68
RGB,10.7,72.7,6.76,66.2,21.1,4779,2.769,0.46,25.41,4.6
HeB,12.1,35.37,4.113,120.7,14.1,4913,2.462,0.06,34.05,4.09
RGB,13.06,54.57,5.678,91.9,18.0,4966,2.652,-0.14,27.689999999999998,4.1899999999999995
RGB,13.17,72.23,7.133,80.5,21.2,5020,2.776,-0.14,23.43,3.98
RGB,11.46,34.41,3.927,129.7,11.8,4562,2.434,0.02,34.42,3.91
RGB,15.46,107.0,9.991,65.6,33.2,4983,2.945,-0.43,17.54,3.29
HeB,10.91,38.48,4.295,94.0,14.2,5070,2.505,0.07,34.71,4.69
RGB,11.23,18.8,2.429,192.0,7.3,4528,2.17,0.01,48.99,4.32
HeB,12.21,31.9,3.957,125.2,13.7,4861,2.414,0.01,32.93,3.42
RGB,13.52,192.0,14.86,42.7,49.9,5083,3.204,0.2,14.54,4.11
HeB,13.23,29.55,3.792,131.5,13.3,5097,2.391,-0.12,34.339999999999996,3.54
RGB,12.61,13.35,1.874,254.9,4.6,4494,2.019,-0.29,57.95,4.28
HeB,12.08,25.2,3.27,141.1,10.4,5044,2.32,-0.18,38.989999999999995,3.87
RGB,12.21,53.54,5.395,81.6,19.0,4870,2.64,-0.04,29.7,4.680000000000001
RGB,12.87,78.46,7.128,41.1,26.8,5046,2.813,-0.18,25.520000000000003,5.15
HeB,11.26,96.08,7.546,25.9,34.5,5212,2.908,-0.03,28.939999999999998,8.25
RGB,13.04,16.81,2.334,240.3,5.9,4461,2.118,-0.56,46.53,3.46
RGB,11.88,33.77,4.016,135.8,10.5,4792,2.436,-0.64,32.83,3.58
HeB,13.07,30.93,3.767,132.1,12.4,4823,2.399,-0.1,34.92,3.7300000000000004
HeB,13.96,57.41,5.147,41.7,21.9,5093,2.68,0.04,36.519999999999996,7.76
RGB,13.88,45.82,5.07,102.3,15.5,5035,2.579,-0.25,29.42,4.0
RGB,13.73,66.9,6.615,94.5,19.4,4894,2.738,0.1,24.84,4.1
HeB,10.15,34.52,3.332,44.6,14.9,5067,2.458,-0.04,53.059999999999995,9.83
RGB,12.94,146.8,12.204,55.6,39.6,4981,3.083,0.19,16.27,3.8899999999999997
RGB,13.96,187.42,14.188,26.2,52.0,5185,3.197,0.08,15.74,4.74
HeB,13.23,35.54,4.143,120.1,15.3,5046,2.47,0.04,34.379999999999995,4.2299999999999995
RGB,13.99,60.7,6.224,79.9,20.2,4985,2.699,-0.05,25.76,4.04
HeB,10.26,36.0,4.235,123.9,14.5,4972,2.472,0.15,33.06,3.9400000000000004
HeB,11.77,37.64,4.289,113.8,14.2,4980,2.492,0.08,33.650000000000006,4.26
RGB,11.15,62.65,5.9,78.3,21.6,4796,2.705,0.43,28.99,5.17
RGB,10.14,40.36,4.538,116.9,13.2,4858,2.517,-0.2,31.52,3.97
RGB,12.11,14.7,2.065,193.7,5.8,4517,2.062,-0.59,52.41000000000001,3.85
HeB,13.75,31.54,4.159,126.8,14.4,5152,2.422,-0.08,30.75,3.04
RGB,12.81,48.46,5.051,45.7,11.8,4668,2.587,0.04,29.799999999999997,4.17
RGB,13.24,47.04,5.129,84.4,16.8,4641,2.573,-0.24,27.700000000000003,3.49
HeB,11.95,27.98,4.075,198.0,13.6,4626,2.347,0.33,26.82,1.94
RGB,13.69,135.43,10.061,34.7,45.6,5253,3.059,-0.14,23.03,7.39
HeB,13.99,26.49,4.068,153.9,11.7,5237,2.35,-0.18,27.490000000000002,2.0500000000000003
HeB,9.84,44.09,4.639,86.0,18.9,4731,2.549,0.3,32.589999999999996,4.57
HeB,13.09,33.83,4.013,104.9,12.6,4922,2.443,-0.0,34.230000000000004,3.95
HeB,13.33,27.73,3.788,156.5,12.1,5126,2.365,-0.09,32.5,2.98
RGB,13.15,48.94,5.305,88.6,17.2,4651,2.591,-0.1,27.089999999999996,3.4800000000000004
RGB,13.41,105.92,9.326,73.0,30.9,4502,2.919,0.23,18.68,3.5199999999999996
HeB,13.66,31.42,4.046,128.5,13.2,5057,2.416,-0.03,32.01,3.25
RGB,13.36,26.59,3.25,160.6,9.4,4782,2.332,0.14,40.269999999999996,4.23
RGB,12.87,19.46,2.504,184.2,7.7,4584,2.187,-0.11,47.96,4.3100000000000005
HeB,12.69,37.45,4.329,80.7,14.7,5241,2.5,-0.34,33.95,4.4399999999999995
RGB,13.86,157.3,12.865,56.0,40.1,5045,3.115,-0.0,15.79,3.95
RGB,13.99,86.7,8.177,64.4,28.3,5138,2.861,-0.45,21.68,4.15
HeB,13.38,29.27,3.931,122.6,11.0,5137,2.389,-0.04,31.91,3.0300000000000002
HeB,11.23,92.13,7.59,32.9,39.1,5343,2.896,-0.08,27.85,7.42
RGB,11.43,10.45,1.554,216.7,5.4,4508,1.913,-0.17,66.14,4.3500000000000005
HeB,12.89,26.05,3.369,116.9,10.3,4803,2.324,-0.34,36.379999999999995,3.3899999999999997
RGB,13.75,114.23,9.289,56.0,36.3,4935,2.972,0.29,21.68,5.3500000000000005
RGB,12.53,16.3,2.106,179.4,7.0,4562,2.109,-0.15,56.72,5.029999999999999
RGB,13.2,63.1,6.718,79.3,19.8,5153,2.723,-0.7,23.42,3.5199999999999996
HeB,12.71,28.35,3.659,131.7,11.6,4926,2.366,0.0,34.620000000000005,3.3899999999999997
HeB,12.74,41.46,4.32,78.7,17.9,4972,2.533,0.45,36.58,5.550000000000001
RGB,13.69,41.56,4.716,100.4,13.8,5133,2.541,-0.24,31.299999999999997,4.140000000000001
RGB,13.78,27.46,3.275,125.1,10.6,4966,2.354,-0.12,41.88,4.8100000000000005
RGB,12.72,72.55,6.727,63.9,23.0,5046,2.779,-0.37,26.46,5.119999999999999
RGB,13.97,122.48,10.442,63.7,34.4,4969,3.003,0.2,18.48,4.1899999999999995
HeB,11.54,35.99,4.243,94.9,13.8,5119,2.478,-0.36,33.379999999999995,4.08
HeB,13.82,29.16,3.796,108.9,13.8,5049,2.384,-0.14,33.63,3.3200000000000003
HeB,10.91,37.08,4.292,112.2,15.5,4775,2.476,0.14,32.17,3.76
RGB,11.45,62.14,6.155,69.7,19.1,4863,2.704,-0.26,26.349999999999998,4.279999999999999
RGB,12.24,159.72,13.168,42.8,43.2,4863,3.114,-0.14,14.84,3.48
RGB,12.42,43.65,4.877,85.2,15.9,4762,2.546,-0.3,28.91,3.57
HeB,13.31,36.96,3.84,66.2,15.7,5170,2.492,-0.45,42.41,6.78
RGB,12.26,31.64,3.726,128.7,11.4,4637,2.401,-0.02,35.52,3.85
HeB,10.08,38.33,4.258,83.6,16.5,4976,2.499,0.25,34.82,4.66
RGB,11.46,25.67,3.029,104.2,10.9,4687,2.312,-0.1,43.89,4.81
RGB,9.61,149.06,11.585,36.6,42.0,5068,3.093,-0.03,18.45,5.13
HeB,11.9,25.5,3.282,153.1,10.4,4987,2.323,-0.37,38.74,3.83
RGB,13.13,57.25,5.902,76.2,20.2,5085,2.678,-0.28,27.32,4.32
HeB,11.85,38.45,4.31,94.6,16.9,4958,2.5,-0.02,33.86,4.41
RGB,13.56,123.33,10.604,62.9,34.8,5085,3.012,0.03,18.32,4.18
HeB,11.75,33.41,4.067,116.3,14.3,4997,2.44,-0.26,33.15,3.6799999999999997
HeB,12.76,20.53,3.107,170.2,8.3,4758,2.218,-0.35,33.57,2.26
RGB,12.62,107.69,9.533,51.1,34.3,4749,2.938,0.5,18.81,3.73
HeB,10.79,28.79,3.839,118.8,12.1,5013,2.377,-0.51,32.12,2.98
RGB,12.39,66.2,6.562,74.5,19.0,4897,2.733,-0.07,24.93,4.09
RGB,9.86,75.05,7.107,84.3,22.5,4612,2.775,0.33,23.2,3.8899999999999997
RGB,13.05,60.69,6.209,90.9,19.0,4833,2.693,-0.15,25.23,3.81
RGB,13.55,53.26,5.562,88.8,17.3,5123,2.648,-0.17,28.810000000000002,4.49
RGB,13.21,74.02,7.067,84.3,21.6,4646,2.77,0.21,23.25,3.87
HeB,13.17,32.21,4.072,109.1,12.5,5231,2.435,-0.39,32.980000000000004,3.59
RGB,11.98,132.42,11.095,52.1,39.2,5086,3.042,-0.07,17.93,4.31
RGB,13.68,69.53,7.272,71.8,21.1,5289,2.771,-0.36,22.479999999999997,3.63
HeB,13.09,34.0,4.201,118.1,14.2,5106,2.453,-0.16,32.2,3.57
RGB,11.46,160.12,12.532,26.1,56.0,5301,3.134,-0.38,17.46,5.04
RGB,11.05,21.47,2.452,86.4,9.5,4993,2.248,-0.23,59.0,7.5
HeB,10.86,31.8,4.085,97.0,13.2,5171,2.427,-0.37,32.11,3.3400000000000003
HeB,13.6,28.83,3.851,148.0,11.6,5195,2.385,-0.12,32.93000000000001,3.2
RGB,12.12,36.15,4.138,103.1,13.9,4868,2.469,-0.32,33.9,4.109999999999999
HeB,13.54,28.84,4.292,129.9,13.2,5393,2.393,-0.28,27.199999999999996,2.2199999999999998
HeB,13.72,31.83,4.272,133.5,12.1,5397,2.436,-0.28,30.22,3.0300000000000002
HeB,13.16,26.82,3.592,138.5,11.7,5166,2.352,-0.07,35.1,3.37
RGB,13.12,124.29,10.202,33.3,58.1,5184,3.019,-0.38,20.1,5.13
RGB,13.88,36.01,4.161,100.8,13.5,5111,2.478,-0.33,34.69,4.39
RGB,8.3,90.26,7.636,36.2,34.2,5002,2.872,0.12,25.549999999999997,5.91
HeB,13.01,18.91,2.857,198.3,8.8,4656,2.178,-0.29,35.96,2.3699999999999997
HeB,10.96,28.11,3.827,150.6,12.3,4869,2.36,0.02,31.339999999999996,2.73
HeB,12.65,33.01,4.155,113.9,13.2,5287,2.448,-0.2,32.71,3.6399999999999997
RGB,12.46,51.53,5.238,98.8,16.5,4627,2.612,0.17,29.37,4.3
RGB,11.92,125.86,10.677,44.9,37.9,5226,3.026,-0.5,18.69,4.52
RGB,13.96,100.01,9.218,68.0,27.7,5242,2.927,-0.29,20.01,4.109999999999999
HeB,13.54,30.83,3.949,131.1,13.1,4775,2.396,-0.22,31.339999999999996,2.97
HeB,12.77,28.32,3.87,144.1,11.1,5238,2.379,-0.3,32.19,3.01
HeB,12.18,41.25,4.359,84.6,15.9,4980,2.531,0.14,35.730000000000004,5.28
HeB,12.41,33.37,3.897,112.8,15.1,4992,2.44,0.24,36.27,4.4
RGB,13.14,139.36,11.943,46.1,41.2,5286,3.073,-0.25,16.71,4.01
HeB,13.28,31.58,3.868,131.7,14.4,5124,2.421,0.08,35.45,4.03
HeB,12.63,28.7,3.983,138.7,13.2,5200,2.383,-0.16,30.730000000000004,2.7800000000000002
RGB,12.5,10.97,1.653,282.2,4.1,4406,1.93,-0.16,60.489999999999995,3.79
HeB,12.56,30.22,3.941,150.1,13.2,5126,2.403,0.12,32.76,3.29
RGB,10.36,26.42,3.129,128.0,9.4,4795,2.33,-0.22,42.86,4.77
HeB,13.71,36.45,4.104,88.4,11.0,4714,2.466,0.02,34.18,4.1499999999999995
RGB,11.79,56.36,5.828,85.4,19.2,4942,2.665,-0.03,27.090000000000003,4.14
HeB,11.43,36.07,4.182,97.3,14.3,5182,2.482,-0.12,34.82,4.47
RGB,13.44,152.09,12.421,44.1,44.1,5330,3.113,0.08,16.97,4.54
HeB,12.46,49.24,5.374,47.2,10.8,5348,2.624,0.36,29.42,4.43
HeB,12.12,34.12,4.107,107.6,13.5,5052,2.452,-0.25,33.48,3.86
RGB,9.76,98.12,8.435,53.0,30.6,5131,2.914,0.17,23.2,5.36
RGB,12.09,21.75,2.951,164.1,8.9,4437,2.228,-0.19,37.62,2.92
RGB,11.46,36.53,3.989,111.3,13.1,4872,2.474,0.01,37.129999999999995,4.99
HeB,12.34,35.8,4.343,85.3,14.3,5043,2.473,-0.36,31.330000000000005,3.55
RGB,13.26,38.69,4.508,104.1,13.1,5109,2.509,-0.48,31.69,3.95
HeB,11.61,34.45,4.21,99.7,14.7,5038,2.456,-0.0,32.27,3.6100000000000003
RGB,13.37,99.0,9.035,64.4,27.3,5247,2.923,0.05,20.68,4.35
RGB,11.06,46.06,4.255,46.7,16.8,4984,2.579,-0.08,42.1,8.19
HeB,12.54,20.12,2.963,186.8,9.1,4596,2.202,-0.19,35.3,2.42
RGB,13.55,162.6,13.078,46.9,45.9,5175,3.135,0.35,16.06,4.29
RGB,10.83,103.05,9.189,55.3,29.5,4991,2.929,-0.33,20.0,4.13
HeB,11.99,71.73,6.301,37.6,28.3,5377,2.788,-0.17,31.64,7.470000000000001
RGB,13.37,106.34,9.637,56.9,32.1,5125,2.949,-0.21,19.17,3.9800000000000004
RGB,13.37,19.11,2.557,196.0,7.6,4442,2.172,-0.32,44.09,3.51
RGB,12.6,86.4,7.978,60.0,25.1,5095,2.857,-0.16,22.62,4.48
RGB,13.39,87.51,8.518,72.8,25.4,5125,2.864,-0.64,20.119999999999997,3.5999999999999996
HeB,15.77,55.34,6.129,72.7,13.4,5314,2.673,-0.51,25.279999999999998,3.6599999999999997
HeB,13.01,34.09,4.159,95.1,15.4,5103,2.454,0.01,33.01,3.76
RGB,13.26,196.66,15.933,36.9,53.4,5249,3.221,-0.42,13.180000000000001,3.51
HeB,13.05,34.66,4.04,118.3,15.0,4774,2.447,0.14,33.92,3.92
HeB,12.87,23.45,3.437,159.6,9.3,4917,2.283,-0.51,32.21,2.42
HeB,11.37,38.9,4.409,87.4,14.9,5040,2.508,-0.52,32.95,4.25
RGB,13.38,41.79,4.467,83.2,14.2,4982,2.537,-0.29,34.28,4.92
HeB,12.47,30.27,4.064,146.7,12.1,5110,2.402,-0.53,30.590000000000003,2.87
HeB,11.97,33.62,4.192,127.3,13.4,4899,2.439,0.01,31.18,3.25
HeB,13.84,23.38,3.1,150.9,8.8,5040,2.287,-0.74,40.0,3.77
HeB,12.04,33.59,4.084,112.2,13.4,4869,2.437,-0.24,32.4,3.49
HeB,12.24,29.09,4.066,128.2,12.9,5218,2.39,0.01,30.0,2.68
RGB,12.82,52.12,5.242,78.9,18.7,4758,2.623,-0.04,30.11,4.630000000000001
RGB,12.69,60.7,6.511,83.2,19.0,5181,2.708,-0.37,24.14,3.61
RGB,12.84,54.68,5.702,103.8,17.7,4628,2.638,-0.06,26.129999999999995,3.6100000000000003
HeB,11.35,34.48,4.131,100.5,14.2,5087,2.458,-0.15,33.67,3.95
RGB,13.4,22.5,2.833,178.0,9.1,4520,2.247,-0.11,42.9,3.95
HeB,12.86,30.9,4.123,124.5,11.9,4892,2.402,-0.37,29.419999999999998,2.66
HeB,12.16,42.8,4.19,73.7,18.1,4998,2.548,0.4,40.33,6.98
HeB,11.64,34.19,4.155,119.8,13.8,4977,2.45,-0.02,32.58,3.63
HeB,12.65,30.77,3.91,100.0,13.0,5105,2.409,-0.26,33.59,3.5199999999999996
RGB,12.18,72.91,6.955,85.0,22.9,4724,2.767,0.26,23.94,4.08
RGB,13.56,44.69,5.005,113.7,16.3,4937,2.564,-0.14,29.07,3.76
RGB,13.43,178.16,14.276,36.6,51.3,5264,3.179,-0.2,14.91,4.08
HeB,13.53,31.46,4.182,130.7,15.0,5047,2.417,-0.03,30.02,2.86
HeB,12.15,32.0,4.109,132.5,14.0,4968,2.421,0.14,31.299999999999997,3.13
RGB,13.9,186.85,14.75,33.0,49.3,5285,3.2,-0.05,14.71,4.17
HeB,14.53,52.66,4.709,42.4,19.4,5281,2.65,-0.38,41.63,9.42
RGB,12.85,162.62,12.629,25.4,51.4,4824,3.12,0.36,16.43,4.33
HeB,12.11,26.06,3.94,147.7,11.0,4702,2.319,0.21,27.5,1.92
RGB,13.13,169.8,13.848,46.6,44.6,4979,3.146,-0.47,14.46,3.5500000000000003
HeB,11.86,35.22,4.123,114.2,14.9,4838,2.456,0.47,33.47,3.9000000000000004
HeB,13.12,34.06,4.06,132.4,13.2,4989,2.449,-0.04,34.0,3.95
RGB,12.91,15.21,2.32,188.6,8.5,4409,2.072,0.33,42.790000000000006,2.62
RGB,13.62,39.67,4.489,117.0,13.5,4976,2.514,-0.4,32.16,4.109999999999999
RGB,13.6,154.74,13.034,40.2,36.4,5314,3.12,-0.54,15.620000000000001,3.9
RGB,13.02,168.23,14.228,42.6,50.0,5320,3.156,-0.48,14.26,3.55
RGB,12.82,24.24,2.884,127.5,9.7,4483,2.278,0.24,44.68,4.6
HeB,10.4,37.1,4.129,96.2,14.7,5188,2.494,0.14,36.86,5.1499999999999995
RGB,11.91,148.62,12.19,29.9,44.6,5333,3.103,-0.22,17.21,4.57
HeB,13.29,31.49,3.92,133.4,13.6,5057,2.417,-0.07,34.059999999999995,3.68
RGB,12.7,126.7,10.377,49.7,37.3,4825,3.012,0.3,18.96,4.49
HeB,12.85,32.26,4.036,128.5,13.1,4808,2.417,-0.05,31.74,3.1900000000000004
RGB,10.46,50.26,5.171,76.1,17.6,4704,2.605,-0.15,29.490000000000002,4.26
RGB,13.92,148.17,12.353,46.7,44.6,5202,3.096,-0.58,16.37,4.07
HeB,13.18,33.42,4.166,124.7,13.2,5069,2.444,-0.07,32.089999999999996,3.4799999999999995
HeB,12.01,32.47,4.16,124.8,13.5,5080,2.432,-0.27,31.259999999999998,3.2
RGB,13.63,37.13,4.327,123.0,12.7,4959,2.485,-0.55,32.230000000000004,3.8499999999999996
RGB,11.54,47.16,4.674,69.9,18.3,4763,2.58,0.19,34.489999999999995,5.5
HeB,10.51,59.15,5.021,39.5,23.8,5119,2.694,0.08,40.230000000000004,9.73
RGB,12.46,70.19,6.761,69.3,19.6,4755,2.752,-0.36,24.130000000000003,4.01
HeB,13.91,31.22,3.956,113.3,12.6,5043,2.413,-0.34,32.97,3.42
HeB,13.47,28.95,3.657,121.3,19.7,4938,2.376,-0.3,35.18,3.5799999999999996
HeB,12.67,40.09,4.438,94.0,16.5,4980,2.519,0.01,33.400000000000006,4.48
HeB,11.37,38.04,4.282,89.7,16.0,5052,2.499,-0.07,34.39,4.54
HeB,12.16,38.95,4.277,96.0,15.7,5003,2.507,-0.04,35.03,4.8
RGB,12.81,48.74,5.016,102.3,16.0,4595,2.586,0.26,30.18,4.27
HeB,12.35,26.74,3.683,144.0,13.2,5018,2.345,-0.43,32.519999999999996,2.84
HeB,13.97,36.42,4.109,107.0,13.3,4950,2.476,-0.41,35.07,4.4799999999999995
RGB,13.22,31.32,3.797,83.4,12.0,5023,2.414,-0.8,35.6,3.99
RGB,11.16,58.05,5.828,76.9,19.1,4899,2.676,-0.23,27.650000000000002,4.41
HeB,11.43,27.72,3.426,87.5,13.7,4831,2.352,0.06,38.01,3.9600000000000004
HeB,13.67,29.25,4.097,155.3,12.6,5257,2.394,-0.15,29.82,2.68
RGB,13.68,53.85,5.584,75.0,14.3,5016,2.649,-0.18,28.45,4.39
RGB,11.69,118.85,10.218,44.3,38.1,4977,2.991,-0.3,18.62,4.12
HeB,11.43,27.61,3.26,76.9,12.5,4934,2.355,-0.64,41.949999999999996,4.85
HeB,13.08,29.22,3.786,100.9,13.3,4937,2.38,-0.08,33.34,3.24
HeB,12.4,24.58,3.25,154.6,11.1,4804,2.299,-0.2,37.06,3.3199999999999994
RGB,13.94,159.92,12.982,42.1,38.9,5271,3.132,-0.04,16.21,4.34
RGB,13.59,133.41,11.645,54.7,37.6,5225,3.052,-0.07,16.72,3.82
HeB,11.31,33.58,3.972,118.1,13.0,4890,2.438,-0.04,34.5,3.9700000000000006
HeB,10.42,104.34,8.124,24.4,47.3,5087,2.939,-0.02,26.58,7.46
HeB,12.04,30.83,4.144,118.1,13.9,4893,2.401,-0.28,29.18,2.61
HeB,12.15,38.9,4.148,90.3,15.5,4902,2.502,-0.17,36.62,5.1899999999999995
HeB,12.43,34.27,4.141,142.1,13.3,4875,2.446,0.01,32.370000000000005,3.5599999999999996
HeB,13.89,42.91,4.711,83.6,13.9,5166,2.556,-0.12,32.56,4.640000000000001
HeB,11.91,27.78,3.749,118.9,12.5,4908,2.357,-0.3,32.05,2.84
RGB,13.22,82.37,7.663,65.2,26.2,5069,2.836,-0.16,23.29,4.51
HeB,10.13,44.95,4.426,57.4,16.7,4931,2.567,-0.06,37.45,6.29
HeB,13.31,30.73,3.94,145.1,11.8,5051,2.407,0.03,32.99,3.37
HeB,13.25,26.45,3.46,144.8,9.7,5049,2.341,-0.32,36.53,3.5599999999999996
RGB,10.4,38.18,3.923,91.9,13.2,4944,2.496,-0.41,40.27,6.180000000000001
HeB,11.53,32.93,4.936,166.3,13.3,4950,2.432,0.16,22.72,1.6999999999999997
HeB,13.67,30.9,3.819,112.7,18.7,5073,2.41,0.01,35.34,3.9000000000000004
RGB,12.92,91.35,8.348,69.4,27.2,4764,2.867,0.11,20.9,3.91
RGB,13.85,46.7,5.201,100.8,15.6,5140,2.592,-0.04,29.03,4.01
HeB,13.7,30.24,4.212,145.5,11.3,5324,2.411,-0.18,29.36,2.71
HeB,11.41,31.32,4.02,138.0,11.7,4817,2.405,-0.04,31.159999999999997,3.0
RGB,10.0,60.88,6.111,85.1,19.4,4609,2.684,-0.27,25.14,3.71
RGB,15.31,197.88,15.206,39.6,47.5,5011,3.214,-0.04,14.13,3.9699999999999998
RGB,10.72,16.57,2.33,219.8,6.3,4445,2.111,-0.22,46.07,3.33
HeB,12.74,28.77,3.803,141.5,16.3,4835,2.368,0.18,32.28,2.96
HeB,13.5,23.25,2.958,168.3,7.8,4928,2.28,-0.12,43.22,4.33
HeB,10.73,38.1,4.255,85.1,15.3,4733,2.486,0.13,33.4,4.1499999999999995
HeB,11.51,36.4,4.204,96.8,14.2,5008,2.478,-0.27,33.849999999999994,4.1899999999999995
HeB,11.55,30.61,3.877,118.8,12.4,4955,2.401,-0.25,33.22,3.38
HeB,13.76,35.62,4.236,92.3,14.8,5368,2.484,-0.41,34.28,4.359999999999999
HeB,10.47,32.05,3.391,94.2,13.5,4730,2.411,0.22,44.37,6.15
RGB,13.67,181.0,13.427,35.4,55.0,5224,3.184,0.0,17.07,5.41
RGB,11.66,113.52,9.353,36.6,38.4,5227,2.982,0.03,22.08,5.68
HeB,9.65,90.94,7.005,24.6,37.7,5121,2.881,-0.11,31.61,9.23
HeB,13.72,30.42,3.994,130.9,12.7,5077,2.403,0.19,31.94,3.1400000000000006
HeB,12.77,24.41,3.462,170.7,10.5,4633,2.288,-0.16,31.64,2.36
RGB,13.5,90.27,8.533,73.3,26.3,5055,2.875,-0.31,20.509999999999998,3.8400000000000003
RGB,13.23,106.22,8.721,38.7,38.7,4838,2.936,0.05,22.51,5.3100000000000005
HeB,12.59,35.88,4.129,102.7,15.4,4715,2.459,0.05,33.26,3.8600000000000003
RGB,12.82,76.51,7.377,85.6,22.9,4610,2.783,0.1,21.88,3.5300000000000002
RGB,13.62,90.54,8.48,56.4,29.8,5329,2.887,-0.44,21.630000000000003,4.4
HeB,12.77,54.0,5.006,50.3,22.5,4922,2.646,0.1,35.25,6.68
RGB,13.45,105.47,10.223,53.1,33.0,5453,2.959,-1.09,17.42,3.3499999999999996
RGB,12.6,92.79,8.176,44.6,30.8,4765,2.874,0.08,22.12,4.44
RGB,13.27,122.71,10.418,58.3,36.0,5054,3.008,0.04,18.79,4.37
HeB,12.71,30.68,3.993,147.0,14.0,5016,2.404,0.18,31.979999999999997,3.16
HeB,12.22,32.87,3.909,124.2,14.8,4772,2.423,0.47,34.51,3.84
HeB,13.07,34.16,4.104,116.9,14.8,4986,2.45,0.16,33.480000000000004,3.83
HeB,13.98,39.41,4.397,99.3,15.1,5164,2.519,-0.06,34.33,4.73
RGB,12.37,12.4,1.809,291.0,5.8,4294,1.977,0.12,56.370000000000005,3.67
RGB,12.88,46.48,4.983,100.5,15.2,4746,2.573,-0.04,29.660000000000004,4.0
RGB,13.78,27.37,3.305,146.6,9.9,4860,2.348,-0.28,40.22,4.390000000000001
HeB,13.29,30.67,3.837,133.7,14.9,4982,2.403,-0.07,34.25,3.5999999999999996
HeB,13.21,32.21,3.889,141.1,13.6,4924,2.421,0.24,34.85,3.9
HeB,13.39,23.64,2.88,98.0,8.4,4650,2.275,-0.12,44.47,4.529999999999999
HeB,9.81,99.61,7.755,28.8,39.2,5002,2.915,0.22,27.54,7.59
HeB,9.88,43.62,4.524,68.1,18.0,4975,2.555,0.15,35.04,5.36
HeB,10.89,50.79,4.65,44.5,21.0,5293,2.635,-0.1,40.88,8.77
HeB,12.14,38.79,4.164,107.7,16.5,4697,2.492,0.48,35.379999999999995,4.73
RGB,15.17,151.6,12.785,42.1,37.6,5244,3.108,-0.7,15.739999999999998,3.85
HeB,12.94,36.99,4.1,99.0,14.1,5043,2.487,0.14,36.53,4.97
HeB,13.5,28.69,3.817,149.9,12.9,5081,2.378,-0.36,32.790000000000006,3.12
