phase,ap_mag,freq,fr_sep,amp,pow_ex,temp,grav,metal,rad,mass
RGB,13.75,79.97,7.816,74.8,22.7,5115,2.825,-0.24,21.880000000000003,3.89
RGB,12.36,192.17,15.123,38.5,49.8,4938,3.198,-0.25,13.66,3.58
HeB,13.58,28.2,4.15,137.9,12.2,5374,2.383,-0.65,28.48,2.38
RGB,13.02,28.09,3.318,160.9,12.2,4635,2.349,0.0,39.79,4.3
HeB,13.47,32.46,3.975,134.4,13.2,5138,2.434,-0.13,34.489999999999995,3.93
HeB,12.84,74.48,6.271,38.2,26.2,5022,2.79,0.1,31.54,7.449999999999999
HeB,13.72,33.58,4.116,114.5,13.1,5177,2.45,-0.15,33.45,3.84
RGB,12.96,77.05,7.161,65.9,23.8,4894,2.799,-0.06,24.34,4.53
RGB,12.12,141.1,11.522,47.8,40.7,4943,3.064,0.1,17.4,4.25
RGB,13.29,45.24,4.791,93.1,19.2,4641,2.556,0.2,30.9,4.18
HeB,13.87,31.06,3.641,95.2,12.5,4762,2.398,0.18,37.38,4.25
RGB,13.06,41.91,4.559,76.9,17.8,4817,2.531,-0.27,32.12,4.25
HeB,12.87,33.51,3.998,119.4,13.0,4766,2.432,-0.16,33.21,3.63
HeB,12.02,32.32,4.091,120.6,12.9,4769,2.416,-0.02,30.810000000000002,3.01
RGB,12.45,51.4,5.165,73.1,20.2,4692,2.614,0.14,30.419999999999998,4.630000000000001
RGB,12.55,53.85,5.563,72.9,18.9,4646,2.632,0.06,27.21,3.8600000000000003
HeB,15.96,33.9,4.147,162.6,15.3,4999,2.447,-0.18,32.4,3.58
HeB,13.49,49.26,4.763,61.3,19.0,4976,2.608,0.13,35.739999999999995,6.3100000000000005
HeB,12.55,37.5,4.307,94.5,15.2,4828,2.483,0.09,32.52,3.92
RGB,15.75,32.84,3.903,126.5,13.3,4629,2.417,-0.16,33.41,3.55
HeB,13.16,47.39,4.829,84.9,18.7,4761,2.582,0.04,32.35,4.859999999999999
RGB,13.32,26.37,3.201,168.1,10.7,4487,2.314,-0.25,39.12,3.8500000000000005
RGB,13.86,130.71,11.076,48.5,39.2,5097,3.037,-0.05,17.8,4.2
RGB,13.19,48.0,5.336,105.7,15.4,4715,2.585,-0.25,26.39,3.26
RGB,12.76,169.95,13.237,35.0,53.4,5069,3.15,-0.15,16.11,4.45
HeB,12.47,36.52,4.133,110.1,14.7,4964,2.478,0.03,35.01,4.48
RGB,13.12,42.82,4.689,104.9,13.3,4664,2.533,-0.1,30.410000000000004,3.83
RGB,13.93,26.79,3.468,163.5,11.0,4902,2.341,-0.7,35.67,3.3899999999999997
RGB,13.11,58.85,5.978,89.6,18.4,4588,2.668,0.03,25.5,3.68
RGB,13.12,85.31,7.645,42.5,27.8,5177,2.855,-0.02,24.65,5.29
HeB,13.93,27.32,3.457,148.5,11.2,4822,2.345,-0.08,36.620000000000005,3.62
HeB,12.98,30.85,4.015,118.2,13.1,4830,2.399,-0.04,30.869999999999997,2.91
RGB,13.33,56.93,5.745,92.5,20.6,4515,2.65,0.37,26.549999999999997,3.83
RGB,9.68,55.32,5.651,80.7,18.9,4802,2.651,-0.11,27.64,4.16
HeB,12.14,30.03,3.651,150.1,13.6,4624,2.377,0.59,35.39,3.63
RGB,12.2,191.79,15.06,51.6,46.4,4899,3.195,0.15,13.780000000000001,3.62
RGB,11.85,79.33,7.507,59.0,25.1,5102,2.821,-0.47,23.4,4.41
RGB,13.26,79.39,7.733,67.0,25.0,5134,2.822,-0.22,22.26,4.0
HeB,13.51,37.55,4.074,97.3,16.2,5056,2.494,-0.1,37.48,5.33
RGB,13.26,65.86,6.49,100.1,18.8,4672,2.721,0.12,24.59,3.8600000000000003
HeB,13.55,25.35,3.202,167.0,13.4,4808,2.312,0.04,39.63,3.92
HeB,11.11,37.22,4.16,94.0,14.3,4934,2.485,-0.11,35.03,4.550000000000001
HeB,11.54,28.88,3.691,105.3,12.4,4830,2.37,-0.37,33.739999999999995,3.25
RGB,12.4,81.22,7.7,64.8,22.9,4822,2.819,-0.06,21.96,3.8600000000000003
RGB,12.17,37.47,4.301,122.6,14.8,4721,2.478,-0.06,31.950000000000003,3.73
HeB,11.31,43.94,4.581,76.4,18.9,4903,2.555,0.21,34.089999999999996,5.08
HeB,12.28,35.55,4.273,98.4,14.1,4954,2.466,-0.21,31.75,3.58
HeB,11.67,49.88,4.916,57.8,21.4,5000,2.615,0.03,34.010000000000005,5.789999999999999
RGB,13.76,90.37,8.58,65.5,30.7,5161,2.88,-0.22,20.66,3.9400000000000004
HeB,9.52,30.19,3.698,104.0,13.6,4810,2.388,-0.28,35.1,3.66
RGB,13.69,156.39,12.424,35.6,48.9,5327,3.125,-0.14,17.43,4.92
HeB,10.41,44.91,4.726,75.6,18.5,5071,2.572,0.2,33.54,5.109999999999999
HeB,12.81,35.86,3.934,78.1,12.4,5125,2.477,-0.46,38.65,5.45
RGB,11.94,7.79,1.303,354.5,3.5,4302,1.775,-0.07,68.08000000000001,3.36
RGB,15.58,168.37,13.876,54.7,49.1,4900,3.139,-1.04,13.899999999999999,3.2300000000000004
RGB,9.91,103.48,8.64,39.0,33.6,5022,2.933,0.15,22.939999999999998,5.48
RGB,13.43,48.68,5.332,88.7,17.2,4967,2.603,-0.25,27.970000000000002,3.82
HeB,12.91,35.04,4.211,109.6,14.1,5144,2.468,-0.19,33.18,3.9300000000000006
RGB,13.59,166.2,13.395,41.4,49.8,5213,3.146,-0.32,15.69,4.1899999999999995
HeB,11.83,45.17,4.778,76.2,17.9,5016,2.572,-0.01,32.62,4.84
HeB,11.41,37.05,4.127,110.1,15.4,4779,2.476,0.34,34.82,4.41
HeB,13.44,29.51,4.074,134.5,12.2,5244,2.397,-0.49,30.28,2.78
RGB,12.76,33.21,3.593,51.2,12.3,5045,2.44,-0.54,42.41,6.02
RGB,11.1,29.32,3.67,128.2,9.7,4919,2.38,-0.58,35.07,3.59
RGB,12.6,83.67,7.772,80.8,25.7,4597,2.821,0.18,21.55,3.75
RGB,11.96,36.88,4.269,115.2,12.7,4752,2.472,-0.25,31.880000000000003,3.66
HeB,15.37,23.8,3.444,185.1,10.7,5007,2.294,-1.03,32.83,2.57
HeB,10.02,26.33,3.538,146.8,11.7,4734,2.325,-0.19,33.15,2.83
RGB,11.89,90.22,8.184,64.4,26.6,4888,2.867,0.11,21.87,4.279999999999999
HeB,12.8,19.47,2.948,162.2,9.6,4808,2.198,-0.62,35.26,2.3899999999999997
HeB,10.94,90.05,7.344,23.7,38.5,5216,2.88,0.03,28.580000000000002,7.539999999999999
HeB,13.96,28.59,3.778,117.0,14.2,5127,2.379,-0.09,33.67,3.29
RGB,15.89,91.94,8.682,68.6,30.1,4937,2.878,-1.04,19.490000000000002,3.4800000000000004
HeB,13.86,22.49,3.324,164.8,10.3,5116,2.274,-0.37,34.18,2.67
RGB,14.29,125.17,11.009,45.0,36.1,4843,3.007,-0.14,16.59,3.4000000000000004
HeB,13.01,31.25,3.883,144.2,9.7,5017,2.412,-0.81,33.89,3.61
HeB,13.56,21.38,3.102,157.6,10.3,5025,2.248,-0.27,36.769999999999996,2.91
HeB,11.73,33.66,3.936,100.6,14.4,4974,2.443,-0.12,35.599999999999994,4.27
HeB,13.48,25.81,2.969,190.0,6.4,4485,2.305,0.0,44.83,4.94
HeB,13.11,30.08,4.049,109.7,12.8,5257,2.406,-0.16,31.3,3.0300000000000002
RGB,12.91,59.84,5.94,90.2,20.2,4562,2.674,0.41,26.160000000000004,3.93
HeB,15.32,34.78,4.268,94.9,12.5,5263,2.469,-0.42,32.54,3.79
HeB,13.42,32.39,4.139,136.9,13.5,5057,2.43,-0.06,31.51,3.25
RGB,13.26,97.46,8.971,67.5,28.9,5102,2.91,-0.09,20.24,4.050000000000001
HeB,11.31,46.37,4.866,59.6,11.6,4774,2.573,0.04,31.22,4.44
HeB,12.83,32.67,4.123,123.1,13.7,4909,2.427,-0.31,31.1,3.1500000000000004
RGB,13.17,55.6,5.59,85.8,17.9,4700,2.648,0.1,28.08,4.279999999999999
HeB,13.56,34.62,4.179,125.9,14.0,4978,2.455,0.2,32.72,3.7199999999999998
HeB,11.51,27.75,3.643,128.6,11.5,4933,2.357,-0.34,33.96,3.1900000000000004
HeB,13.2,29.76,3.978,141.3,13.1,5118,2.396,-0.28,31.53,3.01
RGB,13.79,54.95,5.849,88.8,16.5,5048,2.659,-0.36,26.52,3.91
RGB,13.06,139.99,11.984,46.7,40.4,5281,3.075,-0.42,16.64,3.99
HeB,13.56,28.57,3.798,128.9,12.6,5103,2.377,-0.36,33.089999999999996,3.17
HeB,13.04,29.55,3.713,149.9,14.5,4987,2.387,0.19,35.41,3.7199999999999998
HeB,11.78,30.11,3.882,119.8,13.1,5236,2.405,-0.37,33.94,3.56
HeB,11.95,59.69,5.559,48.6,25.4,5374,2.708,-0.13,33.72,7.069999999999999
HeB,13.71,33.1,4.13,136.8,13.4,5180,2.444,-0.17,32.75,3.63
RGB,12.54,35.18,3.905,97.3,13.3,5018,2.464,-0.24,37.96,5.1
HeB,13.37,35.66,4.192,115.1,13.5,5055,2.471,-0.25,33.59,4.0600000000000005
HeB,11.13,32.19,3.564,104.7,14.1,4811,2.416,0.29,40.78,5.27
HeB,10.53,30.36,4.381,108.7,13.5,5171,2.406,-0.38,26.839999999999996,2.24
RGB,12.7,44.03,4.608,80.4,17.4,4710,2.548,0.11,32.8,4.62
RGB,11.67,29.94,3.347,104.8,12.1,4850,2.386,-0.19,42.93,5.46
RGB,15.39,45.76,4.894,77.2,17.7,5132,2.583,-0.46,31.900000000000002,4.74
RGB,12.01,188.56,13.813,16.7,96.3,4959,3.19,0.06,16.18,4.93
HeB,13.81,30.25,3.9,116.4,12.2,4644,2.381,0.08,31.13,2.83
RGB,12.61,52.32,5.374,81.8,18.3,4687,2.621,-0.03,28.45,4.12
RGB,11.49,22.14,2.661,163.0,9.5,4467,2.237,0.35,47.9,4.82
HeB,12.18,20.48,2.834,134.4,9.0,4858,2.222,-0.42,40.760000000000005,3.3600000000000003
RGB,12.45,52.04,5.649,93.3,16.4,4669,2.618,-0.42,25.209999999999997,3.22
HeB,13.47,29.71,3.974,127.2,12.0,5106,2.394,-0.52,31.4,2.98
HeB,11.43,59.37,5.631,49.0,22.1,5039,2.692,-0.42,30.85,5.68
HeB,12.08,35.94,4.293,98.9,14.1,5144,2.479,-0.19,32.75,3.9300000000000006
HeB,12.88,30.61,4.072,116.5,13.8,4879,2.397,-0.13,30.0,2.73
HeB,13.95,31.88,4.241,126.1,12.7,5409,2.437,-0.72,30.69,3.13
HeB,12.48,34.36,4.153,112.4,14.8,4857,2.447,-0.17,32.03,3.4899999999999998
HeB,11.47,34.88,4.11,110.6,14.6,5019,2.46,-0.11,34.08,4.07
HeB,11.48,43.42,4.578,71.2,18.3,4996,2.554,0.18,34.18,5.09
HeB,10.36,42.71,4.435,51.6,15.9,5099,2.552,-0.11,36.22,5.6899999999999995
RGB,13.64,47.85,4.744,78.1,17.5,4937,2.594,-0.09,34.69,5.74
HeB,12.85,32.16,4.104,119.9,13.0,4846,2.417,-0.09,30.799999999999997,3.02
HeB,13.57,32.29,3.914,124.2,15.8,4998,2.426,0.01,34.76,3.91
HeB,12.01,47.68,4.797,54.7,16.9,5159,2.602,-0.04,34.92,5.92
HeB,13.26,75.01,6.266,32.8,31.9,5253,2.803,-0.19,33.07,8.440000000000001
RGB,12.35,139.29,11.472,50.6,40.8,4935,3.058,0.18,17.33,4.17
RGB,11.72,37.84,4.074,100.7,15.4,4837,2.488,0.18,36.79,5.0600000000000005
HeB,13.31,30.16,4.577,149.7,14.9,5196,2.405,-0.39,24.549999999999997,1.85
HeB,12.77,31.48,3.86,127.0,14.7,4815,2.407,0.24,34.019999999999996,3.59
HeB,12.67,28.84,3.831,147.2,12.3,4945,2.374,-0.13,32.2,2.99
HeB,10.49,28.31,3.808,131.3,11.0,4730,2.357,-0.38,30.549999999999997,2.58
HeB,12.84,34.64,4.197,100.2,14.7,5194,2.465,-0.31,33.21,3.91
HeB,11.57,38.99,4.167,68.8,15.4,5194,2.516,0.0,38.04,5.77
HeB,8.4,31.23,3.972,111.9,13.2,4854,2.405,-0.2,31.840000000000003,3.13
RGB,12.42,93.4,8.667,71.7,26.8,4969,2.886,0.01,20.42,3.89
RGB,11.52,30.98,3.778,113.6,11.8,4648,2.392,-0.17,33.71,3.41
HeB,10.9,33.94,4.074,119.0,12.8,4769,2.437,0.06,32.6,3.54
HeB,11.69,26.72,3.94,137.7,11.4,5214,2.353,-0.81,29.4,2.37
RGB,13.27,115.05,10.331,68.1,31.0,5023,2.979,-0.33,17.759999999999998,3.6399999999999997
RGB,13.54,128.78,11.632,51.9,36.6,5183,3.034,-0.84,15.989999999999998,3.36
HeB,10.4,35.14,4.265,109.0,15.0,5077,2.466,-0.08,32.2,3.68
RGB,13.93,73.55,7.43,81.0,23.3,5086,2.787,-0.5,22.099999999999998,3.6399999999999997
HeB,12.42,31.55,4.089,124.7,14.3,4928,2.413,0.06,30.990000000000002,3.02
HeB,13.3,29.64,4.619,148.5,13.1,5405,2.406,-0.43,24.21,1.7999999999999998
RGB,10.38,51.27,5.053,68.9,20.4,4725,2.614,0.23,31.909999999999997,5.1
RGB,13.8,62.47,6.372,73.6,22.9,5161,2.719,-0.17,25.89,4.27
RGB,11.42,80.63,7.574,67.9,26.4,4775,2.813,0.1,22.439999999999998,3.99
RGB,12.29,68.86,6.497,71.5,21.2,4860,2.749,0.1,26.36,4.74
HeB,13.29,28.83,3.87,154.1,13.7,4930,2.374,-0.24,31.380000000000003,2.83
RGB,12.55,33.85,4.123,109.5,12.6,5013,2.447,-1.05,32.2,3.52
RGB,13.96,82.15,8.267,52.7,25.4,4850,2.825,0.2,19.54,3.09
HeB,12.72,33.11,4.149,109.7,13.8,4941,2.434,-0.24,31.349999999999998,3.24
RGB,12.66,38.94,4.433,97.2,13.7,4873,2.502,-0.43,31.76,3.9
RGB,12.43,16.97,2.4,217.5,7.1,4426,2.12,-0.06,44.42,3.17
RGB,13.32,115.73,10.109,59.1,33.2,5077,2.984,-0.08,18.86,4.16
RGB,13.71,83.78,7.507,47.8,30.3,5077,2.843,0.01,24.759999999999998,5.1899999999999995
HeB,11.01,38.7,4.294,101.5,14.8,4851,2.498,0.2,33.92999999999999,4.4
HeB,12.76,31.38,4.06,109.8,12.4,5253,2.424,-0.34,32.43000000000001,3.3899999999999997
RGB,12.29,18.82,2.535,217.4,6.9,4496,2.168,-0.18,44.57,3.5599999999999996
HeB,13.54,31.11,3.866,122.4,11.6,4987,2.409,-0.52,33.989999999999995,3.61
RGB,13.49,124.59,10.431,65.3,35.1,4963,3.011,0.33,18.84,4.42
HeB,13.58,27.18,4.15,181.3,13.6,5311,2.364,-0.05,27.3,2.09
HeB,13.8,33.77,4.087,111.1,12.0,5193,2.454,-0.17,34.18,4.040000000000001
RGB,13.11,105.72,9.423,61.7,27.2,4676,2.926,0.17,18.75,3.6100000000000003
RGB,11.82,52.39,5.443,93.7,18.4,4780,2.626,-0.03,28.18,4.08
HeB,12.7,34.03,4.212,116.9,13.5,4823,2.441,-0.15,30.72,3.17
RGB,12.78,23.61,3.077,169.6,8.9,4487,2.266,-0.34,37.760000000000005,3.21
RGB,11.97,54.82,5.478,91.5,18.7,4724,2.643,0.23,29.009999999999998,4.5
RGB,12.29,199.14,15.577,37.2,49.9,5226,3.226,-0.5,13.9,3.95
RGB,12.76,12.19,1.861,261.4,6.0,4351,1.972,-0.15,52.47,3.14
HeB,13.39,26.12,3.292,160.2,10.4,4971,2.333,0.07,39.62,4.11
RGB,12.51,108.48,9.379,40.1,38.6,4906,2.948,-0.27,19.96,4.3
RGB,13.84,145.03,12.193,51.6,43.2,5066,3.081,-0.04,16.240000000000002,3.8600000000000003
HeB,13.79,31.34,3.782,109.4,13.6,4987,2.412,-0.04,36.019999999999996,4.07
RGB,11.23,27.02,3.268,159.6,9.7,4654,2.333,-0.01,39.55,4.1
HeB,10.96,70.53,6.267,41.6,28.3,5098,2.769,-0.0,30.1,6.47
RGB,10.52,8.74,1.454,450.5,2.8,4204,1.821,-0.12,60.480000000000004,2.95
RGB,13.65,49.2,5.253,104.8,16.4,4985,2.608,-0.18,29.240000000000002,4.220000000000001
RGB,13.74,60.07,5.904,84.6,19.9,5048,2.698,-0.16,28.509999999999998,4.92
RGB,13.09,26.64,3.207,147.7,10.6,4398,2.314,0.2,39.129999999999995,3.85
HeB,13.63,38.77,4.322,108.0,15.9,5059,2.508,-0.01,34.44,4.65
HeB,13.82,37.27,4.41,87.8,12.9,4800,2.479,-0.14,30.56,3.4299999999999997
HeB,12.99,36.04,4.253,122.8,15.4,4673,2.459,0.14,31.34,3.4299999999999997
RGB,13.53,76.83,7.434,45.2,25.8,4969,2.801,0.08,22.85,4.01
HeB,12.14,22.99,3.25,158.4,11.0,4860,2.272,-0.25,35.019999999999996,2.8
HeB,12.75,32.35,3.975,140.8,13.5,4958,2.425,0.2,33.7,3.68
HeB,10.15,29.27,3.901,136.8,12.8,5085,2.387,-0.4,32.06,3.05
HeB,11.53,40.41,4.527,91.3,16.7,5083,2.527,0.0,32.86,4.41
HeB,12.63,40.5,4.334,69.5,15.2,5132,2.53,0.03,36.2,5.390000000000001
HeB,13.67,28.47,4.307,141.5,12.6,5245,2.382,-0.4,26.270000000000003,2.02
RGB,13.45,41.22,4.617,94.3,15.4,5097,2.536,-0.04,32.29,4.35
RGB,13.59,44.4,4.851,70.7,14.4,4688,2.55,0.26,29.799999999999997,3.83
RGB,13.13,56.66,5.698,82.8,16.1,4723,2.658,0.06,27.619999999999997,4.22
RGB,13.53,90.27,8.651,70.4,26.2,5126,2.878,-0.52,20.14,3.72
HeB,13.37,35.16,4.163,120.9,14.5,5114,2.468,0.02,34.02,4.13
HeB,13.75,28.42,3.965,151.4,18.0,5215,2.38,-0.26,30.75,2.7600000000000002
HeB,13.74,26.95,3.749,131.0,13.6,5113,2.352,-0.09,32.230000000000004,2.8400000000000003
RGB,12.63,57.95,5.857,79.9,20.1,4603,2.662,0.26,26.35,3.88
HeB,11.62,30.41,3.81,149.7,13.5,4788,2.39,0.38,33.660000000000004,3.38
RGB,13.19,9.45,1.513,368.3,4.1,4301,1.859,-0.42,61.16000000000001,3.29
RGB,13.71,81.89,7.644,67.5,26.0,4969,2.829,-0.15,22.93,4.3100000000000005
HeB,12.7,27.35,3.854,120.2,12.4,5253,2.364,-0.23,31.43,2.7800000000000002
HeB,11.47,45.71,4.706,75.9,17.7,5173,2.584,0.12,34.89,5.68
HeB,12.74,29.75,4.101,120.5,12.3,5124,2.396,-0.7,29.599999999999998,2.65
HeB,12.34,34.52,4.152,112.0,14.5,4917,2.451,-0.74,32.129999999999995,3.56
RGB,12.9,120.11,10.69,54.4,34.8,5003,2.996,-0.77,17.16,3.5500000000000003
HeB,11.77,33.14,4.049,117.2,14.4,4959,2.435,0.02,33.18,3.6499999999999995
RGB,12.23,39.5,4.569,110.9,12.7,4913,2.51,-1.04,30.15,3.57
RGB,10.74,41.86,4.227,64.4,16.2,5002,2.539,-0.25,38.54,6.24
HeB,12.33,42.59,4.548,68.7,17.0,4982,2.545,-0.54,33.58,4.81
RGB,13.42,69.16,6.808,72.2,17.7,4788,2.747,-0.41,23.529999999999998,3.76
HeB,13.12,28.98,3.817,149.9,11.4,4935,2.376,0.13,32.699999999999996,3.09
RGB,10.97,55.07,5.953,86.4,16.7,4741,2.646,-0.74,24.07,3.1300000000000003
HeB,11.74,38.57,4.425,82.8,16.0,5144,2.509,-0.09,33.1,4.3
RGB,12.21,49.74,5.284,100.0,17.2,4844,2.607,-0.03,28.68,4.05
RGB,11.47,36.95,4.061,111.8,13.3,4863,2.478,0.14,36.24,4.8100000000000005
RGB,12.82,45.54,4.877,81.6,16.7,5123,2.58,-0.16,32.019999999999996,4.74
HeB,11.98,30.88,3.907,128.1,12.6,5003,2.407,-0.2,33.28,3.4399999999999995
RGB,12.28,185.11,15.39,40.5,46.4,4838,3.177,-0.59,12.370000000000001,2.8
RGB,12.71,172.74,13.027,31.7,47.1,4836,3.147,0.26,16.419999999999998,4.6000000000000005
RGB,13.3,63.16,6.562,86.2,19.7,5111,2.722,-0.27,24.5,3.8499999999999996
RGB,10.96,29.72,3.448,120.7,12.2,4728,2.378,-0.03,39.52,4.53
HeB,10.81,106.68,7.983,16.6,23.9,5065,2.948,0.02,28.21,8.57
HeB,11.77,30.81,3.84,140.0,13.5,4799,2.397,0.22,33.59,3.4099999999999997
HeB,12.2,60.1,5.906,85.4,18.5,4774,2.686,0.2,27.560000000000002,4.48
RGB,12.39,190.24,13.208,10.8,71.2,4871,3.19,-0.22,17.560000000000002,5.82
HeB,12.33,29.09,4.415,134.0,12.3,5007,2.381,-0.73,24.990000000000002,1.83
HeB,11.53,34.03,4.011,120.3,13.6,4955,2.447,-0.14,34.56,4.07
RGB,13.41,69.68,6.95,88.7,21.5,4951,2.758,0.03,23.64,3.89
HeB,9.27,62.25,5.162,25.9,26.8,5084,2.715,0.15,39.96,10.07
HeB,13.03,31.11,4.098,119.0,12.6,4849,2.403,-0.19,29.83,2.74
RGB,13.04,9.35,1.453,362.9,3.8,4282,1.854,-0.29,65.78,3.76
HeB,8.87,74.43,5.946,26.3,22.1,5105,2.793,0.1,36.06,9.809999999999999
HeB,12.45,32.62,4.165,128.3,14.6,4824,2.422,0.06,30.370000000000005,2.96
HeB,15.98,40.4,4.537,49.2,10.6,5273,2.535,-0.65,33.42,4.65
HeB,13.86,26.97,3.295,117.8,11.5,5065,2.35,-0.53,41.07,4.59
RGB,13.69,85.0,8.066,66.7,25.9,5051,2.848,-0.56,21.55,3.98
RGB,11.06,43.76,4.588,85.6,16.7,4746,2.547,0.07,33.03,4.67
RGB,12.78,190.83,15.031,46.5,48.5,4791,3.188,0.17,13.54,3.44
RGB,12.93,43.44,4.907,114.0,14.0,4844,2.548,-0.52,28.68,3.54
RGB,13.72,43.52,4.967,108.2,15.7,5008,2.556,-0.33,28.97,3.67
RGB,13.85,38.64,4.365,131.9,12.8,4942,2.501,-0.24,33.019999999999996,4.21
HeB,12.11,33.14,4.151,123.7,12.9,5057,2.44,0.04,32.07,3.4399999999999995
RGB,13.82,53.07,5.532,99.7,17.2,4864,2.636,-0.25,27.880000000000003,4.08
RGB,13.01,39.47,4.381,120.6,13.9,4696,2.499,0.13,32.46,4.05
RGB,12.45,69.06,6.891,67.6,20.6,4753,2.745,-0.12,23.01,3.58
RGB,12.64,80.57,7.562,75.2,24.4,4609,2.805,0.16,21.95,3.75
RGB,9.51,26.68,2.956,120.2,10.6,4589,2.324,0.11,47.5,5.79
RGB,13.46,25.83,3.341,156.6,8.0,4834,2.322,-0.32,36.92,3.4800000000000004
RGB,12.64,47.51,5.049,102.1,17.5,4568,2.574,0.17,28.869999999999997,3.8
HeB,12.15,31.89,3.804,132.4,13.3,4866,2.415,0.11,35.68,4.0200000000000005
HeB,12.03,36.64,4.239,101.3,15.3,5085,2.484,-0.21,33.92,4.27
RGB,11.36,46.65,4.747,84.9,17.0,4669,2.571,0.12,32.550000000000004,4.8
RGB,13.88,120.38,10.576,62.6,35.8,4972,2.996,-0.19,17.61,3.7399999999999998
RGB,13.53,50.75,5.166,85.7,18.0,4819,2.614,0.24,30.61,4.69
RGB,11.64,9.86,1.512,332.1,3.9,4375,1.882,-0.22,64.75999999999999,3.89
HeB,13.2,34.14,3.73,73.2,13.6,5101,2.454,-0.87,40.730000000000004,5.75
RGB,15.78,198.43,16.383,51.3,42.3,5246,3.225,-0.52,12.57,3.2300000000000004
RGB,13.57,119.63,10.599,66.1,32.8,5022,2.996,-0.08,17.6,3.7199999999999998
RGB,13.67,45.02,5.094,114.7,15.3,5019,2.571,-0.34,28.54,3.6899999999999995
HeB,13.36,27.66,3.757,150.3,12.5,5078,2.362,-0.28,32.67,2.98
HeB,11.76,37.04,4.165,103.1,14.0,4803,2.477,-0.18,34.010000000000005,4.22
RGB,11.07,23.22,2.714,103.5,11.0,4684,2.269,-0.07,49.52,5.54
RGB,13.32,199.13,15.025,33.4,50.3,5226,3.226,-0.06,14.99,4.59
HeB,13.89,35.25,3.829,90.1,15.5,5095,2.468,-0.14,40.08,5.74
HeB,12.25,34.8,4.159,100.5,14.2,5284,2.47,-0.21,34.42,4.25
HeB,12.14,32.24,4.116,133.5,13.9,4715,2.412,0.01,30.14,2.86
RGB,11.78,33.92,3.701,99.2,13.7,4838,2.44,0.08,39.92,5.34
HeB,12.29,42.84,4.595,89.0,15.3,4971,2.547,0.16,33.34,4.7700000000000005
RGB,13.42,131.51,10.772,51.0,38.4,5087,3.04,-0.03,18.880000000000003,4.75
HeB,12.64,42.24,4.302,61.6,18.5,5016,2.543,-0.02,37.7,6.039999999999999
HeB,12.58,31.9,4.103,121.1,13.0,4930,2.418,-0.36,30.79,3.01
HeB,11.09,33.97,3.945,99.7,14.4,5083,2.451,0.05,36.4,4.5600000000000005
HeB,13.12,22.96,2.871,149.3,7.4,4489,2.254,0.31,42.69,3.9899999999999998
HeB,13.19,30.12,3.985,139.8,13.0,5024,2.397,0.03,31.549999999999997,3.02
RGB,13.18,28.7,3.439,130.4,10.6,4646,2.359,-0.3,37.61,3.94
RGB,9.76,68.07,6.272,68.5,21.4,4658,2.734,0.29,27.25,4.9
HeB,12.3,40.84,4.357,97.8,17.2,4761,2.517,0.49,34.42,4.75
RGB,10.73,40.4,4.611,116.9,13.6,4834,2.516,-0.46,30.21,3.6399999999999997
RGB,11.77,30.56,3.574,121.3,12.1,4801,2.393,-0.23,38.03,4.35
RGB,12.47,46.94,5.112,65.6,16.8,4542,2.567,-0.16,27.5,3.4
RGB,11.19,24.35,2.863,138.0,8.4,4791,2.294,-0.11,47.33,5.35
RGB,13.84,84.93,7.715,59.2,28.2,5161,2.853,-0.49,23.92,4.95
RGB,12.75,70.12,6.591,67.3,21.8,4810,2.754,-0.1,25.79,4.59
RGB,12.99,25.6,3.286,127.0,11.1,4634,2.308,-0.41,36.510000000000005,3.3
HeB,7.88,56.65,5.094,41.7,24.1,4975,2.669,-0.07,36.0,7.35
RGB,11.45,29.45,3.235,100.3,12.5,4867,2.38,0.13,45.61,6.07
RGB,12.66,56.52,5.886,94.7,18.3,4612,2.651,-0.13,25.230000000000004,3.4699999999999998
RGB,12.39,78.22,6.984,63.3,25.7,4744,2.799,0.19,25.54,4.9799999999999995
HeB,10.64,28.68,3.431,112.1,12.9,4743,2.363,0.25,38.79,4.22
HeB,13.18,43.27,4.432,70.1,15.3,5196,2.561,-0.12,37.34,6.17
HeB,11.69,31.85,3.744,123.5,13.5,5051,2.422,0.09,37.74,4.58
RGB,12.37,131.67,11.114,44.8,38.5,4869,3.031,-0.15,17.19,3.8600000000000003
HeB,11.09,26.12,3.463,142.1,12.6,4832,2.326,0.17,35.23,3.2
RGB,15.06,182.89,14.455,43.2,45.0,4983,3.178,-0.07,14.389999999999999,3.79
HeB,11.69,41.86,4.551,78.7,17.0,5159,2.545,-0.03,34.01,4.9399999999999995
HeB,12.99,41.6,4.337,66.0,16.2,5071,2.539,0.07,36.83,5.709999999999999
RGB,14.44,184.47,14.946,32.2,50.2,5177,3.19,-1.04,13.67,3.5300000000000002
HeB,10.14,27.99,3.769,114.9,12.5,4784,2.354,-0.33,31.18,2.67
HeB,13.99,30.64,3.809,80.1,12.4,5039,2.405,-0.31,34.86,3.76
RGB,13.35,178.87,14.497,41.6,47.3,5191,3.177,-0.25,14.379999999999999,3.7800000000000002
HeB,13.44,20.29,3.04,185.9,8.2,5042,2.226,-0.2,36.59,2.74
HeB,12.46,37.92,4.331,102.3,15.3,4977,2.495,-0.12,33.14,4.17
HeB,13.91,38.8,4.469,84.2,16.5,5147,2.512,-0.58,32.49,4.17
